comment_id,video_id,keyword,category,text,sentiment
UgxRi94KZq9djDRIwYB4AaABAg,u7u4xYxf0NA,vonis MA,institusional,Sudah biasa hukum bisa dibeli dinegriku tercinta ini,netral
UgylFW6xX3BXcrD23NZ4AaABAg,u7u4xYxf0NA,vonis MA,institusional,Tepuk tangan yg meriah 🎉🎉🎉,netral
Ugzg5yqJEhlA1lt5NMF4AaABAg,u7u4xYxf0NA,vonis MA,institusional,"kalo memang MA tidak bisa adil,kenapa kita sebagai rakyat tidak membuat keadilan sendiri😅",netral
UgyLnF4JgNAkTPdJG194AaABAg,u7u4xYxf0NA,vonis MA,institusional,"Hukum Dagelan, Tidak Adil banget 😢",negatif
UgzoErxNr245v3X4al14AaABAg,u7u4xYxf0NA,vonis MA,institusional,"Kiamat sdh dekattt,, ya gini keadilan sdh mulai hilang dari muka bumi",netral
UgzlVmZEOH_ADSHFZgd4AaABAg,u7u4xYxf0NA,vonis MA,institusional,Lagi lagi duit yg Berkuwasa 😂😂😂😂..sungguh aneh Hukum di negri Kita ini.,netral
UgxW1xuV8JAb-wDN7xx4AaABAg,u7u4xYxf0NA,vonis MA,institusional,"MANTAP..INSPIRASI BUAT PARA PEMBUNUH DI INDONESIA...KALAU MEMBUNUH GAK BAKALAN DI HUKUM MATI,PALING DI HUKUM SEUMUR  HIDUP DAN PENGURANGAN HUKUMAN...KALAU PINTAR NEGO...BISA BEBAS...TIRU KASUS SAMBO YA...👍👍👍👍👍",positif
Ugw94rGixrWgoGIyz3l4AaABAg,u7u4xYxf0NA,vonis MA,institusional,"Kaya mendadak itu hakim, pasti dapet transferan",netral
UgzfHplDEpfouIIs6fR4AaABAg,u7u4xYxf0NA,vonis MA,institusional,Mknya di nilai dr negara lain hukum di indonesia sudah gak jelas. Dulu q pernah kerja di spore bosku bilang sebenarnya indonesia itu kaya negaranya besar tp sayang para pejabatnya pada suka koroupsi. Ya allah q malu banget,netral
Ugx0qZ2jhSrPqrM1sfF4AaABAg,u7u4xYxf0NA,vonis MA,institusional,"Dengan nangis darah kami mengucapkan ""bravo hukum Indonesia""... 
Buat kalian para penegak hukum dzholim selamat dan nikmati dunia ini.",netral
UgwKyULAsU7skSHMNGN4AaABAg,u7u4xYxf0NA,vonis MA,institusional,"Hakim yang tidak Adil pasti akan mendapatkan balasannya sesuai dengan amal dan perbuatan yang dia jalankan  ,",negatif
UgwBCL7Sygqc-lgXL4d4AaABAg,u7u4xYxf0NA,vonis MA,institusional,"cieeee.,... kenak prank lagi rakyat indonesia... hukum di negeri ini sudah tidak jelas lagi.",netral
UgxbyxLaUZZQwsmYc-l4AaABAg,u7u4xYxf0NA,vonis MA,institusional,"WAH HEBAT HEBAT EMANG BENER YA ""LU PUNYA UANG LU PUNYA KUASA 👏👏👏 SALUT BANGET AMA PEMERINTAHAN YG CACAT 👏👏👏",netral
UgxWxR2WGueYIQHhxTV4AaABAg,u7u4xYxf0NA,vonis MA,institusional,SEBENTAR LAGI HARI KEMERDEKAAN DAPAT REMISI GRATIS ....HUKUM INDONESIA SUPER HEBAT,netral
UgxaQU_E3yBeYZSDGHp4AaABAg,u7u4xYxf0NA,vonis MA,institusional,Tumpul keatas tajam kebawah hukum negeri ini,netral
UgxaU7GXnnd4HBkR4-h4AaABAg,u7u4xYxf0NA,vonis MA,institusional,Anjay bisa makan enak tidur enak dong. Bisa liburan jga pasti itu 😂,netral
UgxMyFaYsyLpTfBMBo14AaABAg,u7u4xYxf0NA,vonis MA,institusional,"Mati -> Seumur hidup -> ""baik"" dapet potongan2 terus -> Bebas. Begitukah di konoha..?
Saya dan rasanya semua orang setuju klo jadi seumur hidup itu harus ada ""timbal baliknya"" yaitu bongkar semua judi online dan pengkhianat2 NKRI. Bukan cuma2..",netral
Ugznd9-6WA_euderojZ4AaABAg,u7u4xYxf0NA,vonis MA,institusional,"Ya beginilah hukum d Indonesia,
   Makanya semakin hari kepercayaan rakyat terhadap hukum itu semakin menipis🤮",netral
UgwF4fP6vHWh0JS-IBZ4AaABAg,u7u4xYxf0NA,vonis MA,institusional,"Inilah anehnya hukum di negara ini. Persis seperti sandiwara. Yg lain memutuskan secara meyakinkan atas kejahatannya yg telah sengaja dan sewenang-wenang menghilangkan nyawa orang lain, tetapi yg lain meringankan. Kalau seperti ini bentuk hukum, maka sudah pasti tidak ada efek jera, dan pasti akan berulang dan berulang. Karena orang akan berpikir, seberat-beratnya hukuman, tapi masih ada harapan ditingkat atas. Apa ada syaratnya atau tidak, itu nanti pelaku sendiri yg tahu.",netral
Ugz2FOM4w-dcZoEv2fF4AaABAg,u7u4xYxf0NA,vonis MA,institusional,"Enak ya bekerja sebagai polisi di Indonesia, hukuman bisa diringankan kalau melanggar, padahal dia digaji bulanan dengan tunjangan yg melekat untuk menyelesaikan kasus hukum..... Hidup institusi polisi 🇲🇨🇲🇨🇲🇨",netral
UgzRaM8gdYP7DooSXMl4AaABAg,u7u4xYxf0NA,vonis MA,institusional,Mohon para pakar hukum di mana keadilan yg di berlakukan di negara yg berdasarkan pancasila,netral
UgwdU1-ryWKhjJ0V2ml4AaABAg,u7u4xYxf0NA,vonis MA,institusional,Mudah2an mrk semua segera mendapatkan balasan yg setimpal... Ayo aminkan🙏🏻,netral
UgxsjwZPxMPU1h3uqtx4AaABAg,u7u4xYxf0NA,vonis MA,institusional,"SAYA MEMGHIMBAU KEPADA SELURUH RAKYAT INDONESIA , HARUS MEMPERTANYAKAN KEPUTUSAN MA , SEPERTI ADA YANG KENA SUAP",negatif
UgwdnTcy_iPqi3fpU094AaABAg,u7u4xYxf0NA,vonis MA,institusional,Ini adalah permainan hukum 😂 udah ngak heran lagi dibayar di muka uang nya,netral
UgxgL4qIjoHPA4MQZ3l4AaABAg,u7u4xYxf0NA,vonis MA,institusional,SANGAT LUAR BIASA SEKALI HEBATNYA MAHA SEMPURNA HUKUM DI NEGARA KITA 😂😂😂😂😂😂❤❤❤❤LANJUTKAN 😂😂😂😂😂😂😂😂😂😂😂,netral
UgxFNheU9zWrieYwBvh4AaABAg,u7u4xYxf0NA,vonis MA,institusional,"Udh pak hakim ,bebasin aja sekalian , tanggung kalo cuma seumur hidup mah,, 😂😂😂😂",netral
UgwHetjYNq64msqhtJl4AaABAg,u7u4xYxf0NA,vonis MA,institusional,VIRALKAN!!!,netral
UgwTTMRewEMybtAj2dV4AaABAg,u7u4xYxf0NA,vonis MA,institusional,Tak salah apa yg terucap dari Prof Sahetapy MA moralnya ambruk.,netral
UgyVUEkqTaGFTDcKRcp4AaABAg,u7u4xYxf0NA,vonis MA,institusional,Semoga masih ada kepercayaan masyarakat kepada penegak hukum kita,netral
UgxnDtSEO7Eb6DhP5El4AaABAg,u7u4xYxf0NA,vonis MA,institusional,INILAH INDONESIA  BOS 😊😊😊😊 MAKANYA JANGAN TERLALU BERHARAP BANYAK SAMA HUKUM DI NEGARA KITA😊😊😊😊😊😊,netral
UgxNA7_4r3MWSoBgeQp4AaABAg,u7u4xYxf0NA,vonis MA,institusional,UDAAHH BEBASIN AJA BEBASIN BIAR MAKIN KUSUT HUKUM NEGERI INI,netral
UgxRmbz0fywuPLhhxHl4AaABAg,u7u4xYxf0NA,vonis MA,institusional,"Itulah hukum Indonesia, klu aparat yg mempunyai kesalahan gampang untuk......!",positif
Ugw3mxIAiDxBlOd53IJ4AaABAg,u7u4xYxf0NA,vonis MA,institusional,"Bagus lah, pengacara lawannya aja bela azzaitun, Hidup Samboo, Bebaskan Samboo, Jadikan Samboo jendral bintang 4",positif
UgwaRKhXnXO-T74yJyJ4AaABAg,u7u4xYxf0NA,vonis MA,institusional,Udah ga heran Lagi lah..... Coba rakyat jelata yg lakuin udah langsung di tebas habis.....😂😂😂😂😂😂😂,netral
Ugwx34eSoUbivumN7fF4AaABAg,u7u4xYxf0NA,vonis MA,institusional,Makin buruk keadilan di indonesia.... Adehhh pak presiden gimna ya,negatif
Ugx9SHLnVvRfbB0bmBx4AaABAg,u7u4xYxf0NA,vonis MA,institusional,Innalilahi wa innailaihi rojiun. Turut berdukacita atas berpulangnya hukum di negeri ini,netral
Ugwu6AZiSK7lDHR4GTt4AaABAg,u7u4xYxf0NA,vonis MA,institusional,Mengerikan Ng masyarakat!!,netral
UgzDrixLLHeIov2PqJN4AaABAg,u7u4xYxf0NA,vonis MA,institusional,Hukum GK jelas,netral
UgwEmModnbOmOyGQZdt4AaABAg,u7u4xYxf0NA,vonis MA,institusional,Memang keadilan yang seadil adilnya hanya ada diakhirat. Mengerikan !!! Ngga ada takut takutnya sama tuhan,netral
Ugzw1nYNIyyW3VKcRnt4AaABAg,u7u4xYxf0NA,vonis MA,institusional,Sebentar lagi sudah pesiar si Sambo ke luar negeri,netral
UgxKjXhBYLFH8YpEd1p4AaABAg,u7u4xYxf0NA,vonis MA,institusional,"Sesuai prediksi warga.
Makin luar biasa hukum bangsa ini",netral
UgyzdngVZMvzPun0Y4Z4AaABAg,u7u4xYxf0NA,vonis MA,institusional,"Semangat pa ferdi,,,,semoga sehat selalu,,,",netral
Ugzmtesmq_j9uP1fLdZ4AaABAg,u7u4xYxf0NA,vonis MA,institusional,"Kabar baik bagi para koruptor..ayo para koruptor lanjutkan aksimu kalo ketangkep tinggal beli hukum beserta perangkatnya,semangattt..!!!",netral
UgxoymXpfhbOYfaCtu14AaABAg,u7u4xYxf0NA,vonis MA,institusional,"Alhamdulillah.. ♥️♥️♥️
Pak FS gak jadi di hukum mati.
Saya bahagia banget denger kabar ini. ♥️🇮🇩⚘
Semangat Pak FS! ⚘⚘⚘
Arman Hanis Bravo Pak Arman! ✌",netral
UgzPuJx6e_T7bNpMmbd4AaABAg,u7u4xYxf0NA,vonis MA,institusional,"Hukum adalah lembah hitam
Tak mencerminkan keadilan
Pengacara, juri, hakim, jaksa
Masih ternilai dengan angka, uang",netral
UgwGKQJnRseNPnhzYN54AaABAg,u7u4xYxf0NA,vonis MA,institusional,"Alhamdulilah, Hal ini membangkitkan percaya diri saya terhadap Hukum dan agama di Indonesia. Hal ini mencerminkan apa yang Nabi Muhammad SAW lakukan. Hukuman seumur hidup, namun bila kehilangan nyawa bisa dihindari, siapapun itu, nyawa harus diselamatkan. Siapapun itu seburuk buruk buruknya mahluk Allah. Namun harus adil, tidak hanya untuk orang terkemuka kaya saja",negatif
UgxZSf7M6F9_mZfSS114AaABAg,u7u4xYxf0NA,vonis MA,institusional,Itulah Indonesia hukum bisa di beli. Pancasila TDK sejalan lgi,netral
UgwqdSbpS-i63N8OxnV4AaABAg,u7u4xYxf0NA,vonis MA,institusional,"Bnr"" Kecewa brt sm hukum d Indonesia😭😭😭😭😭😭😭😭",negatif
Ugw_d4E2ye51egZk9D14AaABAg,u7u4xYxf0NA,vonis MA,institusional,"Sudah di duga masyarakat
Semua bisa jadi sinetron hukum😂😂",netral
Ugxw5wHzsggt-yH1w5p4AaABAg,u7u4xYxf0NA,vonis MA,institusional,Nanti sehabis seumur hidup berubah 20thun.terus berubah lagi 10thum.tau2 baru 3tahun penjara keluar 😭😭😭😭😭,netral
Ugw79WUJF90Lwf4HhtN4AaABAg,u7u4xYxf0NA,vonis MA,institusional,Hakimnya takut mentang2 jenderal ga bisa ngasih hukuman yang setimpal biar besok di akhirat yang membalas,netral
UgxNzk3oc_kq-qCfFGR4AaABAg,u7u4xYxf0NA,vonis MA,institusional,"Namanya panggung sandiwara..
Sampai besok pun akan tetep begitu😂😂 😂😂😂
..
Penonton bertepuk tangan 😂😂😂😂",netral
Ugx3-pO1RgUiPFlk5mF4AaABAg,u7u4xYxf0NA,vonis MA,institusional,KPK mainkan coba cek ada gak penyuapan dlm rangkaian sebelum di putuskan agar publik tidak berasumsi liar,netral
UgxEWDyjm7w-VQpvZ9t4AaABAg,u7u4xYxf0NA,vonis MA,institusional,"Awalnya vonis mati itu cuma biar rakyat percaya, tp nti akhirnya jd hukuman seumur hidup, lalu dpt remisi2 dan akhirnya jd 5 tahun, Hua ha ha ... Dagelan hukum di +62",netral
UgyKUoa1pFPCCOzh70t4AaABAg,u7u4xYxf0NA,vonis MA,institusional,begitu kecewa nya keluarga brigadir josua mendengar melihat hukum di negeri ini yg begitu tidak adil,negatif
UgzEnqRCJ0ztD7r3alJ4AaABAg,u7u4xYxf0NA,vonis MA,institusional,"Hebat , terbukti sebagai otak pembunuhan berencana!!! Bisa bebas vonis mati. Masih percaya supermasi hukum negara kita????????? Klo buat rakyat biasa yg ngga punya kuasa, ngga punya jabatan, ngga punya beking "" HUKUM BERJALAN SANGAT TEPAT SASARAN,CEPAT,TEGAS DAN NO COMPROMISE""",netral
UgwsNK82HAkC5uw8kZB4AaABAg,u7u4xYxf0NA,vonis MA,institusional,"Kacau MA ini harus diperiksa MA ini ,apa pertimbangannya",netral
UgzjUj2I-rb-YexXVM94AaABAg,u7u4xYxf0NA,vonis MA,institusional,Akhirnyaa...😌 semangat Pak Jendral 💪,netral
UgzNK0P47G_v_YOBzzV4AaABAg,u7u4xYxf0NA,vonis MA,institusional,Bah..,netral
UgxCwHmD6ukgTeZ2FjR4AaABAg,u7u4xYxf0NA,vonis MA,institusional,"Begitulah hukum di negeri konoha, hukum bisa di beli,",netral
UgxHOrpV17dN5jSBh7h4AaABAg,u7u4xYxf0NA,vonis MA,institusional,Bagaimana ni hukum di Indonesia.. Benar2 bingung..,netral
UgwV6kEwQV7AY4H6x_14AaABAg,u7u4xYxf0NA,vonis MA,institusional,alhamdulillah,netral
Ugzu1OceAHoEXjB5jnZ4AaABAg,u7u4xYxf0NA,vonis MA,institusional,"Sidang lama hasilnya hukuman seumur hidup, gini ngarepin koruptor di hukum mati",netral
UgwwslP25YdXAHKdjN14AaABAg,u7u4xYxf0NA,vonis MA,institusional,Seperti biasa,netral
Ugw0aPWzf6Np6EY2a394AaABAg,u7u4xYxf0NA,vonis MA,institusional,"kau atur sesuka hatimu...makan lah uang maling itu..
mdh""an keluargamu sehat slalu",netral
UgxQVbdZdp91MELl8JN4AaABAg,u7u4xYxf0NA,vonis MA,institusional,"Ngak kaget,hukum diindonesia sudah biasa seperti ini",netral
UgzAtJNnmfMztCirZ7F4AaABAg,u7u4xYxf0NA,vonis MA,institusional,Milyaran pastinya kenyang tuh pak hakim,netral
UgxooRlvU523nyp0AtZ4AaABAg,u7u4xYxf0NA,vonis MA,institusional,Hancur hukum di indonesia 😡😡😡,netral
UgxqmmwgfUN4aR5c3bV4AaABAg,u7u4xYxf0NA,vonis MA,institusional,Luar binasa hukum negri ini 😂,netral
UgwhVwcYvlidyZbHeK14AaABAg,u7u4xYxf0NA,vonis MA,institusional,Waduuuh Hakim MA para masuk angin inilah bukti hukum di NKRI hancur lebur jika dipimpin para Hakim yg mudah masuk angin dimana itu ya Hakim di MA. Mombrooott,positif
UgyRSkyzLQ2p8JQVol54AaABAg,u7u4xYxf0NA,vonis MA,institusional,Pengadilan yg paling adil hanya milik Alloh,netral
UgxFJNnkJUBVljL0HI54AaABAg,u7u4xYxf0NA,vonis MA,institusional,Hukuman diindonesia sdh tidak bisa diharapkan dari keadilan yg orang kecil tajam orang yang punya jabatan  tumpul,netral
UgwlVR3fLfOKrrzvlm94AaABAg,u7u4xYxf0NA,vonis MA,institusional,Ini kualitas hukum di ibu pertiwi yang masih dipermainkan.,netral
UgxzLOZoRBWB_A2580B4AaABAg,u7u4xYxf0NA,vonis MA,institusional,Memang sulit memberantas. Kebatilan hukum hanya berlaku bagi orang susah dan lemah. Semoga hakim tersebut mendapat masalah yg seru PP apa bg keluarganya,negatif
Ugzdkg2a19cyMS4JwhN4AaABAg,u7u4xYxf0NA,vonis MA,institusional,"Sidangnya ja mpe berbulan bulan rakyat diksh hiburan gratis,,endingnya bkin gigit jari,",netral
UgzoMfqPv8monW33cFh4AaABAg,u7u4xYxf0NA,vonis MA,institusional,"semua orang mengikuti kasusnya. Sungguh miris, yang melanggar hukum justru yang mengerti hukum. MA mempertaruhkan kehormatannya demi apa?",netral
Ugw0Sq97hqjEuY4yiOB4AaABAg,u7u4xYxf0NA,vonis MA,institusional,Kenapa hukum di Indonesia bisa berubah ubah😮😮😮😮😮,netral
UgymiQfndFl2LTf2nzd4AaABAg,u7u4xYxf0NA,vonis MA,institusional,Mafia peradilan  periksa mahkamah agung....,negatif
Ugx2n6JSb-rpJdlGOvJ4AaABAg,u7u4xYxf0NA,vonis MA,institusional,Mau smpai kpn pun.hukum di indonesia itu tetap tajam kebawah tumpul ke atas,netral
UgygKZeGu34IhxbiVIF4AaABAg,u7u4xYxf0NA,vonis MA,institusional,"Hakim me pie to kie .....
Kalau ini benar, rakyat sangat kecewa. Semoga  Allah SWT segera memberi keadilan seadil adilnya untuk Sambo+kru. Aamiin 🤲🙏",negatif
UgyVu8HVahNLfmp_0xZ4AaABAg,u7u4xYxf0NA,vonis MA,institusional,"Sudah tidak kaget, kalau yg kena kasus penegak hukum ya beda dengan rakyat biasa kan mereka punya relasi hukum kalo rakyat pasti hukuman mati 😂😂",netral
UgwWsxUNYLiS0JgRxVN4AaABAg,u7u4xYxf0NA,vonis MA,institusional,Ngeri backsoundnya 😨😨😱😱,netral
Ugxkh1kbRk9ituYKLAR4AaABAg,u7u4xYxf0NA,vonis MA,institusional,Innalillahi..,netral
Ugyu2r-6usRgZMApVWB4AaABAg,u7u4xYxf0NA,vonis MA,institusional,"Josua oh Josua 😭😭😭😭
Hanya Tuhanlah yang tahu hukum'akhirat masih ada kita Percayah itu Yakinlah",netral
Ugz3_mrqbXDiLhr2LXN4AaABAg,u7u4xYxf0NA,vonis MA,institusional,biarkan saja menentukan hukuman sesorang..toh nanti juga di mintai pertanggung jawaban kelak di alam lain,netral
Ugzj5e22PmZMAkKIv1p4AaABAg,u7u4xYxf0NA,vonis MA,institusional,Saya yakin rakyat Indonesia sudah TAU bagaimana hasil akhirnya.......... Meskipun masih BERHARAP walaupun TAU pasti SAKIT akhirnya😢😢😢😢,netral
Ugy31kGDGOjYubI943h4AaABAg,u7u4xYxf0NA,vonis MA,institusional,Mantabsss...... Lanjutkan bosss,netral
UgyZMrNSQA0eF4KadNV4AaABAg,u7u4xYxf0NA,vonis MA,institusional,Shrsnya sidang berkali2 cukup lm kmrin gk usah kalau di ma msh bs diubah koplak jadinya,netral
Ugy3FZQiKC9CrU8kNXR4AaABAg,u7u4xYxf0NA,vonis MA,institusional,Luar biasa keadilan di negeriku tercinta😂😂😂,netral
Ugy1wF_ShoE90Kh5Qzx4AaABAg,u7u4xYxf0NA,vonis MA,institusional,Hebat kali bah !!!,netral
Ugz1I8BIMwVZp7J9rq94AaABAg,u7u4xYxf0NA,vonis MA,institusional,Haa haaa begini sandiwara hukum di Indonesia. Dulu leh sekolah p.hakim apa diajari sama guru main sulap. Kasihan guru gurunya P.hakim....bersusah payah ngajar murid dengan tulus. Namun muridnya berkelakuan demikian.,negatif
Ugy3a8aKA4VyWrnABvp4AaABAg,u7u4xYxf0NA,vonis MA,institusional,Semoga Tuhan membalaskan kpd yg tdk adil amin,netral
Ugz6mtqaXOr7cNbU5qp4AaABAg,u7u4xYxf0NA,vonis MA,institusional,Memang sulit memberantas. Kebatilan hukum hanya berlaku bagi orang susah dan lemah. Semoga hakim tersebu,negatif
Ugw7z7JGLaaF70MeHRJ4AaABAg,u7u4xYxf0NA,vonis MA,institusional,KERAS!!!! BERARTI SAMBO TAU BANYAK RAHASIA YG BUAT ORANG2 PENEGAK HUKUM TAKUT,netral
UgyaB8eLwGedtDOZn2B4AaABAg,u7u4xYxf0NA,vonis MA,institusional,Negara ini udh gk tau malu sekali. Parah banget,negatif
UgycQm_njhtrkdjziUx4AaABAg,u7u4xYxf0NA,vonis MA,institusional,Inilah hukum di Indonesia...hanya pengadilan Tuhan yang paling ADIL...,netral
UgwzhFIjUGWCmO9hTc94AaABAg,u7u4xYxf0NA,vonis MA,institusional,Sakit hati saya dengar keputusan MA,netral
UgzqYmkzXttUhKlPjtJ4AaABAg,u7u4xYxf0NA,vonis MA,institusional,Negara dengan hukum ludruk,netral
UgyfVHaHderCYMarHOx4AaABAg,u7u4xYxf0NA,vonis MA,institusional,Satu indonesia kena prank.,netral
UgwTPcG3ts-cEu8n7RF4AaABAg,u7u4xYxf0NA,vonis MA,institusional,Lbh baik hukum alam dr pada hukum,netral
UgwbMMql6QgbNoM8EAN4AaABAg,u7u4xYxf0NA,vonis MA,institusional,"Hati2 pak hakim... hukum Allah SWT..., lebih nyata...",netral
Ugw84YtMhFU3_Vbk7EJ4AaABAg,u7u4xYxf0NA,vonis MA,institusional,Kita tunggu paling bentar lg sambo dkk lg makan nasi padang di warung 😂😂😂😂😂😂😂😂,netral
Ugx_C29ir1p3E3QVO4p4AaABAg,u7u4xYxf0NA,vonis MA,institusional,"nah kan tuh kan...
apa apaan ini....
dahlah semakin gak jelas aja hukum di indonesia",netral
UgzT5B8YAPAVfxCNVJt4AaABAg,u7u4xYxf0NA,vonis MA,institusional,tidak apa apa biarkan saja mereka hidup.. biar alam semesta yang bekerja atas apa yg telah mereka perbuat..,netral
UgxVCxsMt67MkomGOkt4AaABAg,u7u4xYxf0NA,vonis MA,institusional,Bebaskan saja... Biar nanti diluar sana dihakimi masa. Itu lbh baik dan alamiah,netral
Ugz1-32EuaqxbcUNeOd4AaABAg,u7u4xYxf0NA,vonis MA,institusional,"Meringankan hukuman kriminalisasi sama saja mencoreng hukum dalam negri ini,  sama saja MA melanggar hukum membela kejahatan",netral
Ugw4FZAwspqEof3DJdN4AaABAg,u7u4xYxf0NA,vonis MA,institusional,Ngeri....,netral
UgwVbWI9fbS4vtJhgtF4AaABAg,u7u4xYxf0NA,vonis MA,institusional,Hakimnya perlu di periksa,netral
Ugz5NCHUxZ83F2U_i1l4AaABAg,u7u4xYxf0NA,vonis MA,institusional,Hukum hrs adil,netral
Ugw_GuF4RmoIDJnMExZ4AaABAg,u7u4xYxf0NA,vonis MA,institusional,"Ma.seperti apa,kalau rakyat bisa,mungkin tulang belulangnya sudah hancur,itulah penegak hukum nkri.",netral
UgzO-AV6o18TVQqs_FB4AaABAg,u7u4xYxf0NA,vonis MA,institusional,Semoga MA lekas sembuh....,netral
Ugy2TS7Iv-srk5gnPY54AaABAg,u7u4xYxf0NA,vonis MA,institusional,Mereka semua bahagia .seperti tidak merasa ada yang mengawasi .,netral
Ugzgu8huJHKwlNjJkCN4AaABAg,u7u4xYxf0NA,vonis MA,institusional,Hancuuurr... Hancuuur.. beginilah kualitas hukum di negaraku.,netral
Ugz4s3KT1OMDokg0Io14AaABAg,u7u4xYxf0NA,vonis MA,institusional,Selagi jaman rejim mana ada pejabatnya di hukum mati.,netral
UgwHmGJq6KdAk8k5wih4AaABAg,u7u4xYxf0NA,vonis MA,institusional,Luar biasa,netral
Ugwb4T9DWB17Ce9eCWd4AaABAg,u7u4xYxf0NA,vonis MA,institusional,"Belum jalankn hukuman 1 tahun sdh berubah hukumannya,ngeri para mafia bila sdh diberi jabatan hancur2an nkri saat ini",negatif
Ugx5LBOIIN94sTPCIih4AaABAg,u7u4xYxf0NA,vonis MA,institusional,"Jir sesuai prediksi. Nanti juga kalo berkelakuan baik bisa dikurangi lagi masa hukumannya. Kek dulu ada yang nonton tennis ke bali

Tapi kalo rakyat kecil/ jelata dengan kasus serupa sudah pasti mutlak =  ""mati""",netral
UgxtUrwEJDSRFx9bdp14AaABAg,u7u4xYxf0NA,vonis MA,institusional,Gokil  bgt kasus yg viral kemarin percuma jadinya,netral
UgyFbu5a7idXeioS6RJ4AaABAg,u7u4xYxf0NA,vonis MA,institusional,Kereennn,netral
UgypmRkXvA2DcfZlQn14AaABAg,u7u4xYxf0NA,vonis MA,institusional,Kan bener ape yg selama ini dikhawatirkam. Ujung2nya terbuktikan klo keadilan hukum di negeri ini hanya retorika bagi rakyat jelata.,netral
Ugx13P9oFH3_lTUoafV4AaABAg,u7u4xYxf0NA,vonis MA,institusional,"Awan gelap atas hukum indonesia,  rip 😢😢😢😢😢",netral
UgyCD48Fu-yobS2TWGF4AaABAg,u7u4xYxf0NA,vonis MA,institusional,MA ooh MA,netral
Ugyf72PSAIQIgB1nodN4AaABAg,u7u4xYxf0NA,vonis MA,institusional,"Waduh baik banget hakim di indonesia ini y yg puya duit di hidang  di sanjung walaupun bersalah  klo yg miskin diterjang di gantung, a a ah udah lah",netral
UgxIYq5DWNfstd8o8Sd4AaABAg,u7u4xYxf0NA,vonis MA,institusional,Legalkan senjata apa biar saling adu nyali......!!! Percuma ada polisi n hakim di negri ini..... Bubarkan saja.......!!!,netral
UgyyU150qBnL7pSkeAN4AaABAg,u7u4xYxf0NA,vonis MA,institusional,ujung-ujung cuma 5 tahun.....berkurang lagi..berkurang lagi..ending cuma 5 tahun,netral
UgxVmRFdti_Oji4lmNl4AaABAg,u7u4xYxf0NA,vonis MA,institusional,jika ada kehingan atau kejahatan lain.jngn di kasih polisi.krna hukum bisa di beli.,netral
UgyDu3gLSbRUb8mJxwF4AaABAg,u7u4xYxf0NA,vonis MA,institusional,😢,netral
UgwdppY3dpWgz4qMx1N4AaABAg,u7u4xYxf0NA,vonis MA,institusional,Hmmm........,netral
UgxadlD7RevIjtBH_XV4AaABAg,u7u4xYxf0NA,vonis MA,institusional,"Knp harus heran, kan waktu divonis mati udah tahu endingnya seperti apa.",netral
UgxGowLvilSPbLBXaGh4AaABAg,u7u4xYxf0NA,vonis MA,institusional,"Makin parah negri ini, ya allah sungguh engkau hakim yang maha adil seadil adilnya, gak kbyang bgaimna kluarga yosua skrg mndngar bpk trhormat pmbunuh kls kakap trbebas dri hkum mati (sambo) slmat bos kau bebas tak prlu risau krna kau bnyk uang",negatif
Ugy51Pheph_ZUhPj04R4AaABAg,u7u4xYxf0NA,vonis MA,institusional,"Sdh lah..kita hanya dimain kan hukum,...tidak ada hukum  sejati selain hukum Tuhan.",netral
UgzdnTSs96SaLyHmTEN4AaABAg,u7u4xYxf0NA,vonis MA,institusional,"waaaahhhh, keadilan dipermainkan...., usut tuntas......",netral
UgzNeRauCnnANmGVcR14AaABAg,u7u4xYxf0NA,vonis MA,institusional,Nah kan. Duit duit duit. Perlu diusut MA. Bobrok,netral
Ugw9L7qGA2nen-NSDxR4AaABAg,u7u4xYxf0NA,vonis MA,institusional,Hukum memang seperti permainan.NGERI !!,netral
UgzdHPa4-BQp6axaJ-p4AaABAg,u7u4xYxf0NA,vonis MA,institusional,"Apa kalian kalian oknum yang terlibat semua sudah di suap untuk keputusan ini ??? Apakah ini hukum di indonesia tajam kebawah tumpul keatas, begitu miris nya hukum di negeri ini, pembunuhan berencana kalian berikan keringanan hukuman, yang di persidangan pada bohong semua tapi alat bukti yang mengungkap kejahatan mereka semua, miris sekali hukum di negeri indonesia ku",negatif
UgwgA9nali7JdDIrt7B4AaABAg,u7u4xYxf0NA,vonis MA,institusional,Bisa diatur... 🎉Beres Bos,netral
UgzILRK7KRZuEa8mhv14AaABAg,u7u4xYxf0NA,vonis MA,institusional,"pembunuhan berencana tidak di humun mati, catet negri ini hukum sudah rusak",negatif
UgzHVpKi77uGbVUUK7F4AaABAg,u7u4xYxf0NA,vonis MA,institusional,Saya yakin dari awal dia tak bakal dihukum mati.coba kita yg masyarakat kecil.pasti diketok hukuman mati,netral
UgxAkqg_JjXAGttaIbZ4AaABAg,u7u4xYxf0NA,vonis MA,institusional,Gila MA😂😂,netral
UgwaRd2VslhNOMO9GgN4AaABAg,u7u4xYxf0NA,vonis MA,institusional,Dapat Hadiah Ulang Tahun RI 😅....itulah sistem hukum yg didesain sedemikian rupa 😅hopeless lah,netral
UgxhgsPlytNnDhWlCA54AaABAg,u7u4xYxf0NA,vonis MA,institusional,"Ngga aneh lah Dedengkot teroris ga di  hukum mati  
Teroris kaburan tertangkap ga di hukum mati padahal korbannya  200 an  orang lebih",netral
